CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,CODE_GENDER_F,CODE_GENDER_M,FLAG_OWN_CAR_N,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_N,FLAG_OWN_REALTY_Y,STATUS
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,1
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,1
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,1
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,1
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,1
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,1
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,1
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,297000.0,2,1,0,1,-15519,-3234,1,0,0,0,1,1.0,1,0,1,0,0,1,0
0,157500.0,2,3,4,2,-13642,-4846,1,0,1,0,6,2.0,1,0,1,0,1,0,1
0,157500.0,2,3,4,2,-13642,-4846,1,0,1,0,6,2.0,1,0,1,0,1,0,1
0,157500.0,2,3,4,2,-13642,-4846,1,0,1,0,6,2.0,1,0,1,0,1,0,1
0,157500.0,2,3,4,2,-13642,-4846,1,0,1,0,6,2.0,1,0,1,0,1,0,1
1,225000.0,2,1,4,2,-10321,-2808,1,0,0,0,0,3.0,0,1,1,0,0,1,0
1,225000.0,2,1,4,2,-10321,-2808,1,0,0,0,0,3.0,0,1,1,0,0,1,0
0,135000.0,2,1,4,2,-17785,-1712,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,135000.0,2,1,4,2,-17785,-1712,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,135000.0,2,1,4,2,-17785,-1712,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,135000.0,2,1,4,2,-17785,-1712,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,135000.0,2,1,4,2,-17785,-1712,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,135000.0,2,1,4,2,-17785,-1712,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,135000.0,2,1,4,2,-17785,-1712,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,135000.0,2,1,4,2,-17785,-1712,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,157500.0,2,1,4,2,-16027,-889,1,0,1,0,0,2.0,0,1,1,0,0,1,1
0,157500.0,2,1,4,2,-16027,-889,1,0,1,0,0,2.0,0,1,1,0,0,1,0
0,157500.0,2,1,4,2,-16027,-889,1,0,1,0,0,2.0,0,1,1,0,0,1,0
0,157500.0,2,1,4,2,-16027,-889,1,0,1,0,0,2.0,0,1,1,0,0,1,0
0,112500.0,1,1,4,2,-22319,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,112500.0,1,1,4,2,-22319,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,1
0,112500.0,1,1,4,2,-22319,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,112500.0,1,1,4,2,-22319,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,112500.0,1,1,4,2,-22319,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,1
0,112500.0,1,1,4,2,-22319,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,112500.0,1,1,4,2,-22319,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,112500.0,3,1,4,2,-20874,-2381,1,0,1,0,2,2.0,0,1,0,1,0,1,0
0,112500.0,3,1,4,2,-20874,-2381,1,0,1,0,2,2.0,0,1,0,1,0,1,0
0,270000.0,2,1,1,2,-16582,-1194,1,1,1,0,1,1.0,1,0,0,1,0,1,0
0,270000.0,2,1,1,2,-16582,-1194,1,1,1,0,1,1.0,1,0,0,1,0,1,0
0,270000.0,2,1,1,2,-16582,-1194,1,1,1,0,1,1.0,1,0,0,1,0,1,0
0,270000.0,2,1,1,2,-16582,-1194,1,1,1,0,1,1.0,1,0,0,1,0,1,0
0,270000.0,2,1,1,2,-16582,-1194,1,1,1,0,1,1.0,1,0,0,1,0,1,0
0,270000.0,2,1,1,2,-16582,-1194,1,1,1,0,1,1.0,1,0,0,1,0,1,0
0,157500.0,2,1,4,2,-9927,-828,1,0,0,0,2,2.0,0,1,0,1,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
0,166500.0,2,1,4,2,-18926,-6276,1,1,1,0,1,2.0,0,1,1,0,0,1,0
2,216000.0,3,3,4,2,-15444,-3112,1,0,0,1,0,4.0,1,0,1,0,0,1,0
2,216000.0,3,3,4,2,-15444,-3112,1,0,0,1,0,4.0,1,0,1,0,0,1,0
2,216000.0,3,3,4,2,-15444,-3112,1,0,0,1,0,4.0,1,0,1,0,0,1,0
2,216000.0,3,3,4,2,-15444,-3112,1,0,0,1,0,4.0,1,0,1,0,0,1,0
2,216000.0,3,3,4,2,-15444,-3112,1,0,0,1,0,4.0,1,0,1,0,0,1,0
2,216000.0,3,3,4,2,-15444,-3112,1,0,0,1,0,4.0,1,0,1,0,0,1,0
2,216000.0,3,3,4,2,-15444,-3112,1,0,0,1,0,4.0,1,0,1,0,0,1,0
2,216000.0,3,3,4,2,-15444,-3112,1,0,0,1,0,4.0,1,0,1,0,0,1,0
0,270000.0,2,1,4,2,-19861,-10843,1,0,0,1,1,2.0,1,0,0,1,0,1,0
0,270000.0,2,1,4,2,-19861,-10843,1,0,0,1,1,2.0,1,0,0,1,0,1,0
0,225000.0,2,1,4,2,-14450,-2777,1,0,0,0,1,2.0,1,0,0,1,0,1,1
0,225000.0,2,1,4,2,-14450,-2777,1,0,0,0,1,2.0,1,0,0,1,0,1,0
0,315000.0,2,1,0,2,-10554,-1194,1,0,0,0,6,1.0,1,0,1,0,0,1,0
0,315000.0,2,1,0,2,-10554,-1194,1,0,0,0,6,1.0,1,0,1,0,0,1,0
0,255150.0,1,2,3,1,-18682,365243,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,255150.0,1,2,3,1,-18682,365243,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,255150.0,1,2,3,1,-18682,365243,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,255150.0,1,2,3,1,-18682,365243,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,255150.0,1,2,3,1,-18682,365243,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,255150.0,1,2,3,1,-18682,365243,1,0,0,0,0,2.0,1,0,1,0,1,0,0
2,157500.0,2,1,0,2,-14326,-555,1,0,0,0,4,3.0,1,0,1,0,0,1,0
2,157500.0,2,1,0,2,-14326,-555,1,0,0,0,4,3.0,1,0,1,0,0,1,0
0,148500.0,2,3,4,2,-17641,-889,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,148500.0,2,3,4,2,-17641,-889,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,148500.0,2,3,4,2,-17641,-889,1,0,0,0,4,2.0,1,0,1,0,0,1,1
0,148500.0,2,3,4,2,-17641,-889,1,0,0,0,4,2.0,1,0,1,0,0,1,1
0,148500.0,2,3,4,2,-17641,-889,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,148500.0,2,3,4,2,-17641,-889,1,0,0,0,4,2.0,1,0,1,0,0,1,0
2,202500.0,2,3,4,2,-10997,-2289,1,0,0,1,4,4.0,1,0,1,0,0,1,0
2,202500.0,2,3,4,2,-10997,-2289,1,0,0,1,4,4.0,1,0,1,0,0,1,1
2,202500.0,2,3,4,2,-10997,-2289,1,0,0,1,4,4.0,1,0,1,0,0,1,0
2,202500.0,2,3,4,2,-10997,-2289,1,0,0,1,4,4.0,1,0,1,0,0,1,0
2,202500.0,2,3,4,2,-10997,-2289,1,0,0,1,4,4.0,1,0,1,0,0,1,0
0,202500.0,2,1,0,2,-8861,-889,1,1,0,0,2,1.0,0,1,1,0,0,1,0
0,202500.0,2,1,0,2,-8861,-889,1,1,0,0,2,1.0,0,1,1,0,0,1,0
0,94500.0,1,3,4,2,-22331,365243,1,0,1,0,0,2.0,1,0,1,0,0,1,0
0,315000.0,2,1,3,2,-10450,-2077,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,315000.0,2,1,3,2,-10450,-2077,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,315000.0,2,1,3,2,-10450,-2077,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,315000.0,2,1,3,2,-10450,-2077,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,315000.0,2,1,3,2,-10450,-2077,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,315000.0,2,1,3,2,-10450,-2077,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,315000.0,2,1,3,2,-10450,-2077,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,270000.0,2,2,3,1,-10264,-3173,1,0,1,1,6,2.0,1,0,0,1,0,1,0
0,270000.0,2,2,3,1,-10264,-3173,1,0,1,1,6,2.0,1,0,0,1,0,1,0
1,450000.0,3,3,4,2,-17726,-708,1,0,1,1,4,3.0,1,0,0,1,0,1,0
1,450000.0,3,3,4,2,-17726,-708,1,0,1,1,4,3.0,1,0,0,1,0,1,0
1,180000.0,2,1,4,0,-14122,-1286,1,0,0,0,2,3.0,0,1,1,0,0,1,0
0,112500.0,2,3,3,2,-10064,-3173,1,0,0,1,1,2.0,1,0,1,0,0,1,0
0,112500.0,2,3,3,2,-10064,-3173,1,0,0,1,1,2.0,1,0,1,0,0,1,1
0,112500.0,2,3,3,2,-10064,-3173,1,0,0,1,1,2.0,1,0,1,0,0,1,0
0,90000.0,2,1,4,2,-20531,-5730,1,0,0,0,2,2.0,0,1,1,0,0,1,0
0,90000.0,2,1,4,2,-20531,-5730,1,0,0,0,2,2.0,0,1,1,0,0,1,0
2,202500.0,2,3,4,2,-14730,-2989,1,0,0,0,1,4.0,0,1,0,1,1,0,0
2,202500.0,2,3,4,2,-14730,-2989,1,0,0,0,1,4.0,0,1,0,1,1,0,0
0,247500.0,2,1,4,2,-12628,-4025,1,0,0,0,2,2.0,0,1,0,1,0,1,0
1,765000.0,2,3,4,2,-12197,-1194,1,1,0,0,5,3.0,0,1,0,1,0,1,1
1,765000.0,2,3,4,2,-12197,-1194,1,1,0,0,5,3.0,0,1,0,1,0,1,0
1,765000.0,2,3,4,2,-12197,-1194,1,1,0,0,5,3.0,0,1,0,1,0,1,0
1,270000.0,2,1,4,2,-13679,-4391,1,0,0,1,6,3.0,1,0,1,0,0,1,0
1,270000.0,2,1,4,2,-13679,-4391,1,0,0,1,6,3.0,1,0,1,0,0,1,0
1,270000.0,2,1,4,2,-13679,-4391,1,0,0,1,6,3.0,1,0,1,0,0,1,0
0,315000.0,2,3,1,2,-13271,-555,1,0,0,0,5,1.0,1,0,1,0,0,1,0
0,315000.0,2,3,1,2,-13271,-555,1,0,0,0,5,1.0,1,0,1,0,0,1,0
2,157500.0,2,1,4,0,-12859,-4056,1,0,1,0,2,4.0,0,1,0,1,0,1,0
2,157500.0,2,1,4,0,-12859,-4056,1,0,1,0,2,4.0,0,1,0,1,0,1,0
0,360000.0,2,1,4,2,-15321,-2747,1,0,0,0,2,2.0,0,1,1,0,0,1,0
0,360000.0,2,1,4,2,-15321,-2747,1,0,0,0,2,2.0,0,1,1,0,0,1,0
0,112500.0,2,3,4,2,-8842,-312,1,0,0,1,6,2.0,1,0,1,0,0,1,1
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,157500.0,2,3,1,0,-15737,-432,1,0,0,0,0,1.0,1,0,1,0,1,0,0
0,382500.0,1,1,2,2,-21673,365243,1,0,0,0,0,1.0,0,1,1,0,0,1,0
0,382500.0,1,1,2,2,-21673,365243,1,0,0,0,0,1.0,0,1,1,0,0,1,0
0,382500.0,1,1,2,2,-21673,365243,1,0,0,0,0,1.0,0,1,1,0,0,1,0
0,382500.0,1,1,2,2,-21673,365243,1,0,0,0,0,1.0,0,1,1,0,0,1,0
0,382500.0,1,1,2,2,-21673,365243,1,0,0,0,0,1.0,0,1,1,0,0,1,0
0,382500.0,1,1,2,2,-21673,365243,1,0,0,0,0,1.0,0,1,1,0,0,1,1
0,382500.0,1,1,2,2,-21673,365243,1,0,0,0,0,1.0,0,1,1,0,0,1,0
0,382500.0,1,1,2,2,-21673,365243,1,0,0,0,0,1.0,0,1,1,0,0,1,0
0,135000.0,2,1,3,2,-9657,-1560,1,1,1,0,5,2.0,1,0,1,0,1,0,0
0,135000.0,2,1,3,2,-9657,-1560,1,1,1,0,5,2.0,1,0,1,0,1,0,0
0,225000.0,1,1,3,2,-18289,365243,1,0,0,0,0,2.0,0,1,0,1,1,0,1
0,225000.0,1,1,3,2,-18289,365243,1,0,0,0,0,2.0,0,1,0,1,1,0,0
0,315000.0,2,3,4,2,-15825,-3720,1,1,1,0,5,2.0,0,1,0,1,1,0,0
0,315000.0,2,3,4,2,-15825,-3720,1,1,1,0,5,2.0,0,1,0,1,1,0,1
0,315000.0,2,3,4,2,-15825,-3720,1,1,1,0,5,2.0,0,1,0,1,1,0,0
